id_reporte,fecha_reporte,año,entidad_federativa,alcaldia_municipio,tipo_reporte,tipo_animal,genero_animal,genero_reportante,edad_reportante_rango,instancia_atiende,estatus_atencion,medio_denuncia
MX-MA-00769,22/10/2022,2022,Estado de México,Municipio 14,Falta de atención veterinaria,Perro,Macho,Hombre,60+,Instituto de Bienestar Animal Estatal,Animal resguardado,Teléfono
MX-MA-00770,12/12/2024,2024,Ciudad de México,Iztacalco,Maltrato en azotea,Perro,Macho,Mujer,31-40,PAOT,En investigación,Teléfono
MX-MA-00771,12/07/2021,2021,Nuevo León,Municipio 3,Animal amarrado,Perro,Hembra,Mujer,21-30,Consejo Ciudadano,Recibido,Redes sociales
MX-MA-00772,23/07/2025,2025,Querétaro,Municipio 2,Falta de alimento,Perro,No especificado,Mujer,51-60,PAOT,Recibido,Chat
MX-MA-00773,12/04/2021,2021,Ciudad de México,Azcapotzalco,Falta de alimento,Perro,Macho,Mujer,41-50,PAOT,Canalizado,Teléfono
MX-MA-00774,08/02/2022,2022,Ciudad de México,Azcapotzalco,Hacinamiento,Perro,Hembra,Hombre,21-30,Brigada de Vigilancia Animal,Recibido,Teléfono
MX-MA-00775,30/10/2024,2024,Ciudad de México,Coyoacán,Hacinamiento,Ave de corral,Hembra,Mujer,31-40,Consejo Ciudadano,Recibido,Chat
MX-MA-00776,20/12/2021,2021,Ciudad de México,Venustiano Carranza,Maltrato en azotea,Perro,No especificado,Mujer,21-30,Brigada de Vigilancia Animal,En investigación,Chat
MX-MA-00777,18/11/2021,2021,Ciudad de México,Azcapotzalco,Hacinamiento,Perro,Hembra,Mujer,51-60,Brigada de Vigilancia Animal,En investigación,Teléfono
MX-MA-00778,04/05/2024,2024,Ciudad de México,Coyoacán,Abandono,Perro,Hembra,Mujer,31-40,Instituto de Bienestar Animal Estatal,Concluido sin infracción,Presencial
MX-MA-00779,22/02/2024,2024,Ciudad de México,Azcapotzalco,Animal amarrado,Perro,Hembra,Hombre,60+,Brigada de Vigilancia Animal,Con sanción,Redes sociales
MX-MA-00780,23/12/2023,2023,Ciudad de México,Cuauhtémoc,Falta de alimento,Perro,Hembra,Mujer,18-20,PROFEPA,Con sanción,Chat
MX-MA-00781,03/06/2024,2024,Ciudad de México,Gustavo A. Madero,Animal amarrado,Perro,Macho,No especificado,31-40,Brigada de Vigilancia Animal,En investigación,Redes sociales
MX-MA-00782,17/12/2023,2023,Ciudad de México,Cuauhtémoc,Otro,Perro,Macho,Mujer,31-40,Brigada de Vigilancia Animal,En investigación,Presencial
MX-MA-00783,04/11/2021,2021,Jalisco,Municipio 12,Otro,Perro,Macho,Mujer,31-40,PROFEPA,Animal resguardado,Teléfono
MX-MA-00784,03/03/2022,2022,Ciudad de México,Iztapalapa,Animal amarrado,Perro,Hembra,Hombre,21-30,Fiscalía General de Justicia,Recibido,Teléfono
MX-MA-00785,17/10/2021,2021,Ciudad de México,Cuauhtémoc,Hacinamiento,Perro,Hembra,Mujer,41-50,Brigada de Vigilancia Animal,Con sanción,Chat
MX-MA-00786,22/01/2025,2025,Ciudad de México,Gustavo A. Madero,Criadero clandestino,Perro,Macho,Mujer,51-60,Consejo Ciudadano,En investigación,Redes sociales
MX-MA-00787,27/06/2023,2023,Yucatán,Municipio 7,Abandono,Fauna silvestre,Hembra,No especificado,60+,PAOT,Animal resguardado,Teléfono
MX-MA-00788,30/09/2022,2022,Guanajuato,Municipio 15,Falta de alimento,Perro,Hembra,Mujer,51-60,PAOT,En investigación,Correo electrónico
MX-MA-00789,08/08/2022,2022,Ciudad de México,Álvaro Obregón,Falta de alimento,Perro,Macho,Mujer,51-60,Brigada de Vigilancia Animal,Canalizado,Chat
MX-MA-00790,05/12/2025,2025,Ciudad de México,Coyoacán,Hacinamiento,Perro,No especificado,Hombre,41-50,PAOT,Concluido sin infracción,Teléfono
MX-MA-00791,09/07/2021,2021,Ciudad de México,Álvaro Obregón,Otro,Perro,Macho,Mujer,51-60,PAOT,Canalizado,Teléfono
MX-MA-00792,05/02/2023,2023,Ciudad de México,Coyoacán,Maltrato en azotea,Perro,Macho,Mujer,21-30,Brigada de Vigilancia Animal,En investigación,Teléfono
MX-MA-00793,17/09/2023,2023,Ciudad de México,Cuauhtémoc,Falta de alimento,Perro,Hembra,Mujer,31-40,PAOT,Canalizado,Redes sociales
MX-MA-00794,28/11/2023,2023,Ciudad de México,Álvaro Obregón,Agresión física,Perro,Hembra,Mujer,21-30,PAOT,Concluido sin infracción,Correo electrónico
MX-MA-00795,24/06/2019,2019,Ciudad de México,Azcapotzalco,Peleas clandestinas,Perro,Macho,Hombre,31-40,Brigada de Vigilancia Animal,Recibido,Chat
MX-MA-00796,07/01/2025,2025,Jalisco,Municipio 13,Criadero clandestino,Perro,Hembra,Mujer,21-30,PROFEPA,Recibido,Correo electrónico
MX-MA-00797,04/08/2025,2025,Estado de México,Municipio 6,Falta de atención veterinaria,Perro,Hembra,Mujer,60+,Fiscalía General de Justicia,Canalizado,Presencial
MX-MA-00798,08/09/2023,2023,Ciudad de México,Álvaro Obregón,Falta de atención veterinaria,Perro,Macho,Mujer,21-30,PROFEPA,Recibido,Chat
MX-MA-00799,24/02/2024,2024,Baja California,Municipio 1,Falta de alimento,Perro,Macho,Mujer,18-20,Brigada de Vigilancia Animal,Concluido sin infracción,Redes sociales
MX-MA-00800,10/08/2025,2025,Ciudad de México,Cuauhtémoc,Criadero clandestino,Perro,Hembra,Mujer,31-40,Fiscalía General de Justicia,En investigación,Chat
MX-MA-00801,04/07/2024,2024,Ciudad de México,Coyoacán,Peleas clandestinas,Perro,Macho,Hombre,18-20,Consejo Ciudadano,Canalizado,Chat
MX-MA-00802,22/11/2021,2021,Ciudad de México,Coyoacán,Agresión física,Perro,No especificado,Mujer,21-30,PAOT,En investigación,Teléfono
MX-MA-00803,24/08/2023,2023,Ciudad de México,Gustavo A. Madero,Maltrato en azotea,Perro,Hembra,Hombre,21-30,PAOT,Canalizado,Redes sociales
MX-MA-00804,29/12/2023,2023,Ciudad de México,Azcapotzalco,Agresión física,Perro,No especificado,Hombre,31-40,PROFEPA,Recibido,Teléfono
MX-MA-00805,20/03/2022,2022,Ciudad de México,Coyoacán,Falta de alimento,Ave de corral,Macho,Mujer,31-40,PROFEPA,Recibido,Presencial
MX-MA-00806,10/08/2024,2024,Ciudad de México,Iztapalapa,Agresión física,Perro,No especificado,Mujer,51-60,Consejo Ciudadano,Recibido,Presencial
MX-MA-00807,01/04/2025,2025,Ciudad de México,Gustavo A. Madero,Agresión física,Perro,Macho,Mujer,51-60,Consejo Ciudadano,Animal resguardado,Teléfono
MX-MA-00808,25/09/2025,2025,Estado de México,Municipio 5,Animal amarrado,Perro,Macho,Mujer,31-40,PROFEPA,Recibido,Teléfono
MX-MA-00809,30/11/2022,2022,Ciudad de México,Iztacalco,Abandono,Perro,Macho,Hombre,31-40,Instituto de Bienestar Animal Estatal,Concluido sin infracción,Chat
MX-MA-00810,19/05/2021,2021,Ciudad de México,Iztapalapa,Hacinamiento,Perro,Macho,Hombre,21-30,Brigada de Vigilancia Animal,Recibido,Chat
MX-MA-00811,12/11/2025,2025,Ciudad de México,Tlalpan,Abandono,Perro,Hembra,Mujer,51-60,PAOT,Recibido,Teléfono
MX-MA-00812,03/10/2025,2025,Jalisco,Municipio 13,Agresión física,Gato,Hembra,Mujer,18-20,Consejo Ciudadano,Canalizado,Chat
MX-MA-00813,05/09/2021,2021,Querétaro,Municipio 12,Falta de alimento,Perro,Macho,Hombre,18-20,PAOT,Canalizado,Teléfono
MX-MA-00814,27/08/2025,2025,Querétaro,Municipio 10,Falta de atención veterinaria,Perro,Hembra,Hombre,51-60,Consejo Ciudadano,Animal resguardado,Teléfono
MX-MA-00815,12/08/2025,2025,Ciudad de México,Álvaro Obregón,Animal amarrado,Otro,Macho,Mujer,31-40,Instituto de Bienestar Animal Estatal,Animal resguardado,Teléfono
MX-MA-00816,31/10/2023,2023,Ciudad de México,Benito Juárez,Animal amarrado,Perro,Hembra,Mujer,21-30,PROFEPA,Con sanción,Teléfono
MX-MA-00817,18/05/2023,2023,Guanajuato,Municipio 11,Otro,Perro,Macho,Mujer,21-30,PROFEPA,Concluido sin infracción,Redes sociales
MX-MA-00818,15/06/2022,2022,Estado de México,Municipio 14,Maltrato en azotea,Perro,Hembra,Hombre,60+,Brigada de Vigilancia Animal,Canalizado,Correo electrónico
MX-MA-00819,06/05/2019,2019,Ciudad de México,Iztacalco,Criadero clandestino,Perro,Hembra,Mujer,51-60,Brigada de Vigilancia Animal,En investigación,Chat
MX-MA-00820,14/02/2022,2022,Ciudad de México,Tlalpan,Hacinamiento,Perro,Hembra,Mujer,41-50,Brigada de Vigilancia Animal,Animal resguardado,Chat
MX-MA-00821,22/05/2024,2024,Hidalgo,Municipio 9,Falta de alimento,Gato,Macho,Mujer,31-40,PROFEPA,Concluido sin infracción,Teléfono
MX-MA-00822,19/08/2019,2019,Querétaro,Municipio 12,Maltrato en azotea,Perro,Macho,Mujer,31-40,Consejo Ciudadano,Canalizado,Chat
MX-MA-00823,05/05/2022,2022,Ciudad de México,Álvaro Obregón,Agresión física,Perro,Hembra,Mujer,60+,PROFEPA,En investigación,Teléfono
MX-MA-00824,26/08/2022,2022,Ciudad de México,Gustavo A. Madero,Abandono,Perro,Macho,No especificado,60+,PAOT,Recibido,Chat
MX-MA-00825,19/10/2023,2023,Ciudad de México,Azcapotzalco,Falta de alimento,Perro,Macho,Mujer,21-30,Brigada de Vigilancia Animal,Animal resguardado,Presencial
MX-MA-00826,09/11/2025,2025,Ciudad de México,Benito Juárez,Criadero clandestino,Conejo,Macho,Mujer,51-60,Consejo Ciudadano,En investigación,Teléfono
MX-MA-00827,09/12/2022,2022,Ciudad de México,Coyoacán,Falta de alimento,Perro,Hembra,Mujer,21-30,Brigada de Vigilancia Animal,Canalizado,Redes sociales
MX-MA-00828,14/07/2022,2022,Ciudad de México,Iztacalco,Otro,Perro,Hembra,Mujer,21-30,Brigada de Vigilancia Animal,Recibido,Teléfono
MX-MA-00829,21/06/2024,2024,Ciudad de México,Azcapotzalco,Otro,Perro,Hembra,Mujer,41-50,Consejo Ciudadano,Con sanción,Teléfono
MX-MA-00830,15/01/2022,2022,Ciudad de México,Cuauhtémoc,Abandono,Perro,Macho,Mujer,31-40,PROFEPA,Recibido,Teléfono
MX-MA-00831,11/09/2021,2021,Ciudad de México,Tlalpan,Maltrato en azotea,Perro,Macho,Mujer,60+,Brigada de Vigilancia Animal,Con sanción,Teléfono
MX-MA-00832,16/06/2022,2022,Hidalgo,Municipio 15,Falta de atención veterinaria,Perro,Hembra,Mujer,18-20,Fiscalía General de Justicia,Recibido,Teléfono
MX-MA-00833,04/04/2021,2021,Ciudad de México,Álvaro Obregón,Peleas clandestinas,Perro,Hembra,Mujer,31-40,PAOT,Con sanción,Teléfono
MX-MA-00834,07/09/2021,2021,Yucatán,Municipio 1,Abandono,Perro,Macho,Mujer,60+,Instituto de Bienestar Animal Estatal,Concluido sin infracción,Chat
MX-MA-00835,19/04/2023,2023,Guanajuato,Municipio 1,Peleas clandestinas,Perro,Hembra,Hombre,60+,PAOT,En investigación,Teléfono
MX-MA-00836,01/07/2022,2022,Guanajuato,Municipio 11,Abandono,Perro,Macho,Hombre,21-30,PAOT,Canalizado,Redes sociales
MX-MA-00837,13/05/2025,2025,Ciudad de México,Cuauhtémoc,Otro,Perro,No especificado,Mujer,31-40,Fiscalía General de Justicia,En investigación,Presencial
MX-MA-00838,24/06/2022,2022,Ciudad de México,Tlalpan,Abandono,Perro,Macho,Mujer,41-50,PAOT,En investigación,Chat
MX-MA-00839,24/05/2023,2023,Jalisco,Municipio 14,Abandono,Perro,No especificado,Hombre,21-30,Consejo Ciudadano,Con sanción,Teléfono
MX-MA-00840,02/11/2023,2023,Ciudad de México,Coyoacán,Peleas clandestinas,Perro,Hembra,Mujer,60+,Consejo Ciudadano,Canalizado,Teléfono
MX-MA-00841,26/12/2019,2019,Ciudad de México,Coyoacán,Criadero clandestino,Perro,Hembra,Hombre,60+,Fiscalía General de Justicia,En investigación,Presencial
MX-MA-00842,21/05/2024,2024,Ciudad de México,Cuauhtémoc,Hacinamiento,Perro,Macho,Hombre,21-30,Instituto de Bienestar Animal Estatal,En investigación,Chat
MX-MA-00843,12/10/2021,2021,Guanajuato,Municipio 2,Agresión física,Perro,Hembra,Mujer,21-30,PAOT,En investigación,Chat
MX-MA-00844,06/01/2025,2025,Ciudad de México,Coyoacán,Abandono,Perro,Macho,Mujer,18-20,Consejo Ciudadano,Con sanción,Teléfono
MX-MA-00845,22/09/2021,2021,Ciudad de México,Iztacalco,Otro,Ave de corral,Macho,Hombre,60+,PAOT,En investigación,Chat
MX-MA-00846,08/04/2022,2022,Ciudad de México,Benito Juárez,Maltrato en azotea,Perro,Hembra,Mujer,21-30,Brigada de Vigilancia Animal,Animal resguardado,Teléfono
MX-MA-00847,13/02/2020,2020,Hidalgo,Municipio 6,Peleas clandestinas,Perro,No especificado,Mujer,31-40,Consejo Ciudadano,Animal resguardado,Presencial
MX-MA-00848,04/05/2025,2025,Ciudad de México,Venustiano Carranza,Falta de alimento,Perro,Hembra,Mujer,31-40,Brigada de Vigilancia Animal,Recibido,Presencial
MX-MA-00849,28/07/2023,2023,Guanajuato,Municipio 1,Abandono,Perro,Hembra,Mujer,41-50,PROFEPA,En investigación,Teléfono
MX-MA-00850,08/09/2023,2023,Ciudad de México,Tlalpan,Falta de atención veterinaria,Perro,Macho,Mujer,18-20,Brigada de Vigilancia Animal,Con sanción,Chat
MX-MA-00851,12/10/2019,2019,Hidalgo,Municipio 4,Criadero clandestino,Perro,Macho,Hombre,21-30,PROFEPA,En investigación,Teléfono
MX-MA-00852,03/05/2024,2024,Ciudad de México,Tlalpan,Falta de alimento,Gato,Macho,No especificado,60+,Instituto de Bienestar Animal Estatal,Recibido,Chat
MX-MA-00853,20/12/2021,2021,Guanajuato,Municipio 11,Criadero clandestino,Perro,Hembra,Mujer,60+,PAOT,En investigación,Presencial
MX-MA-00854,01/09/2025,2025,Ciudad de México,Azcapotzalco,Hacinamiento,Gato,No especificado,Mujer,51-60,PROFEPA,Canalizado,Chat
MX-MA-00855,27/11/2021,2021,Hidalgo,Municipio 7,Agresión física,Perro,Hembra,Mujer,18-20,Fiscalía General de Justicia,Con sanción,Teléfono
MX-MA-00856,31/12/2021,2021,Ciudad de México,Benito Juárez,Animal amarrado,Perro,Macho,Mujer,31-40,Brigada de Vigilancia Animal,Recibido,Teléfono
MX-MA-00857,09/09/2019,2019,Estado de México,Municipio 2,Animal amarrado,Gato,Macho,Mujer,41-50,PAOT,Recibido,Presencial
MX-MA-00858,18/08/2022,2022,Ciudad de México,Coyoacán,Hacinamiento,Perro,Hembra,Hombre,21-30,PROFEPA,Animal resguardado,Chat
MX-MA-00859,09/01/2023,2023,Estado de México,Municipio 8,Falta de alimento,Perro,Macho,Hombre,60+,PAOT,Con sanción,Chat
MX-MA-00860,17/02/2019,2019,Estado de México,Municipio 13,Agresión física,Perro,Hembra,Mujer,41-50,PAOT,Canalizado,Teléfono
MX-MA-00861,30/05/2024,2024,Hidalgo,Municipio 10,Criadero clandestino,Perro,Hembra,Mujer,18-20,Consejo Ciudadano,Con sanción,Teléfono
MX-MA-00862,24/04/2022,2022,Ciudad de México,Coyoacán,Falta de alimento,Perro,Hembra,Mujer,60+,Brigada de Vigilancia Animal,Canalizado,Correo electrónico
MX-MA-00863,27/07/2023,2023,Ciudad de México,Gustavo A. Madero,Agresión física,Perro,Macho,Mujer,60+,Fiscalía General de Justicia,Con sanción,Chat
MX-MA-00864,21/12/2022,2022,Ciudad de México,Coyoacán,Abandono,Perro,Macho,Mujer,18-20,Consejo Ciudadano,En investigación,Chat
MX-MA-00865,05/05/2022,2022,Ciudad de México,Coyoacán,Hacinamiento,Perro,Macho,Mujer,41-50,PROFEPA,En investigación,Chat
MX-MA-00866,06/06/2023,2023,Ciudad de México,Iztacalco,Peleas clandestinas,Perro,Macho,No especificado,21-30,PAOT,Concluido sin infracción,Redes sociales
MX-MA-00867,06/12/2021,2021,Ciudad de México,Gustavo A. Madero,Abandono,Perro,Macho,Mujer,31-40,Brigada de Vigilancia Animal,Canalizado,Teléfono
MX-MA-00868,25/10/2021,2021,Ciudad de México,Coyoacán,Peleas clandestinas,Perro,Hembra,Mujer,21-30,PAOT,Animal resguardado,Teléfono
MX-MA-00869,08/07/2025,2025,Ciudad de México,Iztapalapa,Falta de atención veterinaria,Perro,Hembra,Hombre,41-50,Fiscalía General de Justicia,En investigación,Chat
MX-MA-00870,31/08/2025,2025,Hidalgo,Municipio 2,Falta de alimento,Perro,Macho,Mujer,60+,PAOT,Animal resguardado,Redes sociales
MX-MA-00871,11/10/2022,2022,Ciudad de México,Azcapotzalco,Agresión física,Perro,Macho,Mujer,31-40,PAOT,Animal resguardado,Redes sociales
MX-MA-00872,29/09/2021,2021,Ciudad de México,Azcapotzalco,Abandono,Perro,Macho,Mujer,18-20,Brigada de Vigilancia Animal,En investigación,Presencial
MX-MA-00873,26/06/2023,2023,Ciudad de México,Iztapalapa,Animal amarrado,Perro,Macho,Mujer,41-50,PAOT,Con sanción,Teléfono
MX-MA-00874,06/08/2022,2022,Ciudad de México,Tlalpan,Maltrato en azotea,Perro,Hembra,Hombre,31-40,PAOT,Canalizado,Teléfono
MX-MA-00875,09/10/2019,2019,Ciudad de México,Tlalpan,Hacinamiento,Perro,Macho,Mujer,51-60,PROFEPA,Animal resguardado,Correo electrónico
MX-MA-00876,19/06/2021,2021,Querétaro,Municipio 1,Animal amarrado,Perro,Macho,Hombre,31-40,PAOT,Canalizado,Chat
MX-MA-00877,29/06/2024,2024,Puebla,Municipio 14,Agresión física,Perro,Macho,Mujer,21-30,PAOT,Concluido sin infracción,Chat
MX-MA-00878,26/12/2023,2023,Ciudad de México,Gustavo A. Madero,Agresión física,Perro,Hembra,Mujer,21-30,Brigada de Vigilancia Animal,Canalizado,Redes sociales
MX-MA-00879,21/08/2019,2019,Ciudad de México,Álvaro Obregón,Hacinamiento,Perro,Hembra,Hombre,51-60,Consejo Ciudadano,En investigación,Chat
MX-MA-00880,19/05/2021,2021,Ciudad de México,Álvaro Obregón,Abandono,Perro,Macho,Mujer,21-30,PROFEPA,En investigación,Teléfono
MX-MA-00881,06/06/2021,2021,Jalisco,Municipio 11,Hacinamiento,Perro,Hembra,Mujer,51-60,Brigada de Vigilancia Animal,Canalizado,Redes sociales
MX-MA-00882,08/05/2024,2024,Ciudad de México,Venustiano Carranza,Agresión física,Perro,Hembra,Mujer,21-30,PROFEPA,Con sanción,Presencial
MX-MA-00883,29/04/2019,2019,Ciudad de México,Tlalpan,Falta de atención veterinaria,Gato,No especificado,Mujer,31-40,Brigada de Vigilancia Animal,Concluido sin infracción,Chat
MX-MA-00884,03/03/2021,2021,Ciudad de México,Tlalpan,Criadero clandestino,Perro,Macho,Mujer,31-40,Fiscalía General de Justicia,Concluido sin infracción,Chat
MX-MA-00885,08/04/2024,2024,Ciudad de México,Benito Juárez,Agresión física,Perro,Hembra,Mujer,60+,PAOT,En investigación,Teléfono
MX-MA-00886,11/06/2021,2021,Ciudad de México,Coyoacán,Abandono,Perro,No especificado,Mujer,60+,PROFEPA,Canalizado,Teléfono
MX-MA-00887,03/03/2023,2023,Guanajuato,Municipio 6,Otro,Perro,No especificado,Mujer,21-30,Fiscalía General de Justicia,Recibido,Teléfono
MX-MA-00888,02/10/2021,2021,Estado de México,Municipio 6,Animal amarrado,Perro,Hembra,Hombre,31-40,Consejo Ciudadano,Con sanción,Teléfono
MX-MA-00889,19/12/2020,2020,Ciudad de México,Iztapalapa,Falta de atención veterinaria,Perro,Hembra,Mujer,21-30,PAOT,Animal resguardado,Correo electrónico
MX-MA-00890,05/04/2021,2021,Ciudad de México,Benito Juárez,Falta de alimento,Perro,Macho,Hombre,31-40,PAOT,Canalizado,Redes sociales
MX-MA-00891,08/04/2024,2024,Ciudad de México,Coyoacán,Falta de atención veterinaria,Perro,Hembra,Mujer,31-40,Consejo Ciudadano,Recibido,Redes sociales
MX-MA-00892,21/04/2025,2025,Nuevo León,Municipio 6,Falta de alimento,Perro,Hembra,Mujer,60+,PAOT,En investigación,Chat
MX-MA-00893,04/09/2024,2024,Ciudad de México,Tlalpan,Otro,Perro,Hembra,Hombre,60+,Consejo Ciudadano,Concluido sin infracción,Teléfono
MX-MA-00894,22/05/2022,2022,Estado de México,Municipio 13,Maltrato en azotea,Perro,Macho,Mujer,31-40,Consejo Ciudadano,Concluido sin infracción,Correo electrónico
MX-MA-00895,28/10/2024,2024,Ciudad de México,Álvaro Obregón,Peleas clandestinas,Gato,Hembra,Mujer,31-40,Consejo Ciudadano,Con sanción,Teléfono
MX-MA-00896,26/09/2021,2021,Estado de México,Municipio 10,Maltrato en azotea,Perro,Hembra,Mujer,60+,PAOT,En investigación,Teléfono
MX-MA-00897,02/11/2021,2021,Ciudad de México,Coyoacán,Hacinamiento,Perro,Macho,Mujer,51-60,Consejo Ciudadano,Con sanción,Chat
MX-MA-00898,25/05/2025,2025,Ciudad de México,Iztacalco,Abandono,Perro,Hembra,Mujer,18-20,PROFEPA,Concluido sin infracción,Presencial
MX-MA-00899,21/02/2019,2019,Ciudad de México,Coyoacán,Criadero clandestino,Perro,Hembra,Mujer,31-40,Consejo Ciudadano,En investigación,Presencial
MX-MA-00900,09/04/2020,2020,Ciudad de México,Gustavo A. Madero,Otro,Perro,Hembra,Hombre,31-40,PAOT,Canalizado,Teléfono
MX-MA-00901,01/06/2021,2021,Ciudad de México,Gustavo A. Madero,Hacinamiento,Perro,Macho,Mujer,21-30,PAOT,Recibido,Presencial
MX-MA-00902,27/04/2019,2019,Ciudad de México,Benito Juárez,Otro,Perro,Macho,Hombre,21-30,Brigada de Vigilancia Animal,Canalizado,Teléfono
MX-MA-00903,04/07/2021,2021,Ciudad de México,Iztapalapa,Hacinamiento,Perro,No especificado,Hombre,18-20,PAOT,Con sanción,Teléfono
MX-MA-00904,02/04/2023,2023,Ciudad de México,Iztacalco,Hacinamiento,Perro,Macho,Mujer,41-50,PROFEPA,Canalizado,Presencial
MX-MA-00905,04/06/2022,2022,Querétaro,Municipio 6,Abandono,Perro,Hembra,Mujer,21-30,Fiscalía General de Justicia,Con sanción,Presencial
MX-MA-00906,08/01/2025,2025,Puebla,Municipio 14,Agresión física,Perro,Hembra,Hombre,18-20,Brigada de Vigilancia Animal,Canalizado,Chat
MX-MA-00907,28/12/2024,2024,Estado de México,Municipio 11,Falta de alimento,Perro,Hembra,Hombre,21-30,Consejo Ciudadano,En investigación,Chat
MX-MA-00908,01/10/2022,2022,Ciudad de México,Venustiano Carranza,Agresión física,Perro,Macho,Mujer,51-60,PAOT,Canalizado,Presencial
MX-MA-00909,06/03/2021,2021,Querétaro,Municipio 9,Hacinamiento,Otro,Hembra,Mujer,51-60,PAOT,Canalizado,Redes sociales
MX-MA-00910,21/05/2022,2022,Ciudad de México,Tlalpan,Animal amarrado,Perro,Macho,Mujer,31-40,PAOT,En investigación,Presencial
MX-MA-00911,24/01/2023,2023,Ciudad de México,Iztacalco,Abandono,Perro,Macho,Mujer,31-40,PAOT,Recibido,Chat
MX-MA-00912,28/01/2021,2021,Ciudad de México,Gustavo A. Madero,Otro,Perro,Macho,Mujer,60+,Fiscalía General de Justicia,Canalizado,Correo electrónico
MX-MA-00913,11/10/2023,2023,Querétaro,Municipio 1,Animal amarrado,Perro,Macho,Hombre,21-30,PAOT,Recibido,Correo electrónico
MX-MA-00914,30/05/2022,2022,Ciudad de México,Cuauhtémoc,Abandono,Perro,No especificado,Mujer,21-30,PROFEPA,Recibido,Teléfono
MX-MA-00915,24/12/2023,2023,Ciudad de México,Coyoacán,Falta de alimento,Perro,No especificado,Mujer,21-30,Brigada de Vigilancia Animal,Canalizado,Presencial
MX-MA-00916,06/03/2022,2022,Guanajuato,Municipio 3,Falta de alimento,Fauna silvestre,Macho,Mujer,21-30,Fiscalía General de Justicia,En investigación,Chat
MX-MA-00917,23/11/2021,2021,Ciudad de México,Azcapotzalco,Peleas clandestinas,Perro,Hembra,Mujer,31-40,PAOT,Animal resguardado,Teléfono
MX-MA-00918,09/09/2025,2025,Ciudad de México,Gustavo A. Madero,Hacinamiento,Perro,Macho,Mujer,60+,PAOT,En investigación,Chat
MX-MA-00919,22/02/2024,2024,Ciudad de México,Venustiano Carranza,Maltrato en azotea,Perro,Hembra,Mujer,41-50,PAOT,Con sanción,Teléfono
MX-MA-00920,07/01/2021,2021,Hidalgo,Municipio 10,Agresión física,Perro,Hembra,Mujer,31-40,Brigada de Vigilancia Animal,Canalizado,Chat
MX-MA-00921,21/10/2025,2025,Guanajuato,Municipio 4,Hacinamiento,Perro,No especificado,Mujer,60+,PAOT,Concluido sin infracción,Presencial
MX-MA-00922,26/05/2022,2022,Ciudad de México,Benito Juárez,Agresión física,Perro,Macho,Mujer,18-20,Fiscalía General de Justicia,En investigación,Teléfono
MX-MA-00923,29/08/2025,2025,Ciudad de México,Gustavo A. Madero,Agresión física,Perro,Hembra,Hombre,21-30,PROFEPA,Animal resguardado,Chat
MX-MA-00924,02/09/2024,2024,Hidalgo,Municipio 15,Falta de alimento,Perro,Macho,Mujer,41-50,PROFEPA,Canalizado,Presencial
MX-MA-00925,14/08/2022,2022,Ciudad de México,Azcapotzalco,Falta de alimento,Perro,No especificado,Mujer,41-50,Brigada de Vigilancia Animal,Con sanción,Chat
MX-MA-00926,24/06/2019,2019,Ciudad de México,Benito Juárez,Animal amarrado,Gato,Macho,Mujer,18-20,PAOT,En investigación,Teléfono
MX-MA-00927,05/04/2021,2021,Ciudad de México,Coyoacán,Falta de alimento,Perro,Hembra,No especificado,31-40,Brigada de Vigilancia Animal,Recibido,Chat
MX-MA-00928,27/01/2023,2023,Estado de México,Municipio 14,Otro,Conejo,Hembra,Mujer,41-50,Instituto de Bienestar Animal Estatal,Concluido sin infracción,Chat
MX-MA-00929,10/05/2023,2023,Ciudad de México,Benito Juárez,Animal amarrado,Perro,Hembra,Mujer,41-50,Consejo Ciudadano,Recibido,Chat
MX-MA-00930,02/09/2021,2021,Puebla,Municipio 12,Falta de alimento,Gato,Macho,Mujer,41-50,Fiscalía General de Justicia,Canalizado,Presencial
MX-MA-00931,28/02/2021,2021,Ciudad de México,Iztacalco,Agresión física,Perro,No especificado,Mujer,31-40,Consejo Ciudadano,En investigación,Chat
MX-MA-00932,03/02/2024,2024,Ciudad de México,Gustavo A. Madero,Hacinamiento,Perro,Macho,Mujer,18-20,PAOT,Concluido sin infracción,Presencial
MX-MA-00933,25/07/2025,2025,Ciudad de México,Azcapotzalco,Falta de alimento,Otro,Hembra,Mujer,31-40,PAOT,Animal resguardado,Chat
MX-MA-00934,09/09/2023,2023,Ciudad de México,Iztapalapa,Otro,Perro,Macho,Mujer,21-30,PAOT,Canalizado,Teléfono
MX-MA-00935,07/02/2021,2021,Ciudad de México,Álvaro Obregón,Otro,Fauna silvestre,Macho,Mujer,60+,PAOT,Con sanción,Redes sociales
MX-MA-00936,23/10/2021,2021,Ciudad de México,Gustavo A. Madero,Agresión física,Perro,Hembra,Hombre,31-40,PAOT,Canalizado,Redes sociales
MX-MA-00937,19/11/2019,2019,Veracruz,Municipio 13,Abandono,Perro,Macho,Mujer,21-30,Brigada de Vigilancia Animal,Canalizado,Chat
MX-MA-00938,18/12/2025,2025,Ciudad de México,Coyoacán,Falta de alimento,Perro,Macho,Hombre,51-60,PROFEPA,Animal resguardado,Teléfono
MX-MA-00939,28/01/2021,2021,Ciudad de México,Coyoacán,Falta de atención veterinaria,Perro,Macho,Mujer,31-40,Fiscalía General de Justicia,Con sanción,Teléfono
